id,claim,human_response,prompt,method,model,llm_prediction,llm_delegate,reasoning_tokens,trace,timestamp
63917,"The coaching staff of the 2007 San Jose State Spartans football team included Dick Tomey as a head coach (3rd season), and Brent Brennan as a tight end and recruiting coordinator (3rd season).",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: The coaching staff of the 2007 San Jose State Spartans football team included Dick Tomey as a head coach (3rd season), and Brent Brennan as a tight end and recruiting coordinator (3rd season)..",cot,gpt-5-nano-2025-08-07,0,,1216,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: The coaching staff of the 2007 San Jose State Spartans football team included Dick Tomey as a head coach (3rd season), and Brent Brennan as a tight end and recruiting coordinator (3rd season)..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
79262,Marcos Baghdatis was the runner up in the 2006 Australian Open and lost to Roger Federer but never won a grand slam.,1,You are helping Person 1 with fact-checking. This statement needs to be checked: Marcos Baghdatis was the runner up in the 2006 Australian Open and lost to Roger Federer but never won a grand slam..,cot,gpt-5-nano-2025-08-07,1,,896,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Marcos Baghdatis was the runner up in the 2006 Australian Open and lost to Roger Federer but never won a grand slam..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:42:28
54501,"Tibor Karczag was in two separate championships between 1991 and 1996, one of which was the Olympic Games.",0,"You are helping Person 1 with fact-checking. This statement needs to be checked: Tibor Karczag was in two separate championships between 1991 and 1996, one of which was the Olympic Games..",cot,gpt-5-nano-2025-08-07,0,,768,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Tibor Karczag was in two separate championships between 1991 and 1996, one of which was the Olympic Games..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
74558,Radio 2000 is a South African national radio station owned by SABC that has an estimated listenership of 297 000 for February 2013 and 266 000 for June 2012.,1,You are helping Person 1 with fact-checking. This statement needs to be checked: Radio 2000 is a South African national radio station owned by SABC that has an estimated listenership of 297 000 for February 2013 and 266 000 for June 2012..,cot,gpt-5-nano-2025-08-07,1,,704,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Radio 2000 is a South African national radio station owned by SABC that has an estimated listenership of 297 000 for February 2013 and 266 000 for June 2012..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:42:28
6829,List of churches on Rügen include St. Boniface's Church and St. Mary's Church which are both located at Bergen auf Rügen.,1,You are helping Person 1 with fact-checking. This statement needs to be checked: List of churches on Rügen include St. Boniface's Church and St. Mary's Church which are both located at Bergen auf Rügen..,cot,gpt-5-nano-2025-08-07,1,,1792,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: List of churches on Rügen include St. Boniface's Church and St. Mary's Church which are both located at Bergen auf Rügen..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:42:28
75184,Arepa is available in that Northern region of South America and is created by the Timoto-Cuica people.,1,You are helping Person 1 with fact-checking. This statement needs to be checked: Arepa is available in that Northern region of South America and is created by the Timoto-Cuica people..,cot,gpt-5-nano-2025-08-07,0,,1024,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Arepa is available in that Northern region of South America and is created by the Timoto-Cuica people..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
72010,Falkland Islands at the 2018 Commonwealth Games contains Badminton and Shooting sports and had 15 competitors total.,1,You are helping Person 1 with fact-checking. This statement needs to be checked: Falkland Islands at the 2018 Commonwealth Games contains Badminton and Shooting sports and had 15 competitors total..,cot,gpt-5-nano-2025-08-07,0,,896,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Falkland Islands at the 2018 Commonwealth Games contains Badminton and Shooting sports and had 15 competitors total..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
79406,"The Cornelius Carman House was built in 1935 on 10 acres in Chelsea (a hamlet of the Town of Wappinger in Dutchess County), New York.",0,"You are helping Person 1 with fact-checking. This statement needs to be checked: The Cornelius Carman House was built in 1935 on 10 acres in Chelsea (a hamlet of the Town of Wappinger in Dutchess County), New York..",cot,gpt-5-nano-2025-08-07,0,,768,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: The Cornelius Carman House was built in 1935 on 10 acres in Chelsea (a hamlet of the Town of Wappinger in Dutchess County), New York..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
58288,"The Providence River is a tidal river in the Alberta, Canada that flows for 12 miles.",0,"You are helping Person 1 with fact-checking. This statement needs to be checked: The Providence River is a tidal river in the Alberta, Canada that flows for 12 miles..",cot,gpt-5-nano-2025-08-07,0,,320,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: The Providence River is a tidal river in the Alberta, Canada that flows for 12 miles..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
29114,"Six teams competed in Zlatorog Arena, Celje for the preliminary round under Group C of the FIBA EuroBasket 2013.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: Six teams competed in Zlatorog Arena, Celje for the preliminary round under Group C of the FIBA EuroBasket 2013..",cot,gpt-5-nano-2025-08-07,1,,1792,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Six teams competed in Zlatorog Arena, Celje for the preliminary round under Group C of the FIBA EuroBasket 2013..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:42:28
41770,"Nodilittorina, a genus of small sea snails, belongs to the Littorinidae of the Gastropoda class.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: Nodilittorina, a genus of small sea snails, belongs to the Littorinidae of the Gastropoda class..",cot,gpt-5-nano-2025-08-07,1,,768,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Nodilittorina, a genus of small sea snails, belongs to the Littorinidae of the Gastropoda class..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:42:28
61059,"1995 New Democratic Party leadership election (held in Ottawa, from October 12–15 ) had three candidates Svend Robinson had the highest percentage.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: 1995 New Democratic Party leadership election (held in Ottawa, from October 12–15 ) had three candidates Svend Robinson had the highest percentage..",cot,gpt-5-nano-2025-08-07,0,,704,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: 1995 New Democratic Party leadership election (held in Ottawa, from October 12–15 ) had three candidates Svend Robinson had the highest percentage..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
45308,"An artist that is numerously nominated for vocal performance, Andy Williams never won any award for his six nominated works.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: An artist that is numerously nominated for vocal performance, Andy Williams never won any award for his six nominated works..",cot,gpt-5-nano-2025-08-07,0,,896,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: An artist that is numerously nominated for vocal performance, Andy Williams never won any award for his six nominated works..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
22887,Steve Sax has a good batting average and has 50 home runs.,0,You are helping Person 1 with fact-checking. This statement needs to be checked: Steve Sax has a good batting average and has 50 home runs..,cot,gpt-5-nano-2025-08-07,0,,2112,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Steve Sax has a good batting average and has 50 home runs..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
68708,Lispocephala alma is a fly from the family Muscidae of the order Diptera(derived from the Greek words di + pteron which translates to two+wing).,1,You are helping Person 1 with fact-checking. This statement needs to be checked: Lispocephala alma is a fly from the family Muscidae of the order Diptera(derived from the Greek words di + pteron which translates to two+wing)..,cot,gpt-5-nano-2025-08-07,0,,2048,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Lispocephala alma is a fly from the family Muscidae of the order Diptera(derived from the Greek words di + pteron which translates to two+wing)..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
93312,"Kenyan long distance runner Grace Momanyi did not place in the top three at 2010's Commonwealth Games in New Delhi, India.",0,"You are helping Person 1 with fact-checking. This statement needs to be checked: Kenyan long distance runner Grace Momanyi did not place in the top three at 2010's Commonwealth Games in New Delhi, India..",cot,gpt-5-nano-2025-08-07,1,,1984,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Kenyan long distance runner Grace Momanyi did not place in the top three at 2010's Commonwealth Games in New Delhi, India..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:42:28
62441,"Lima Cathedral, affiliated with the Roman Catholic, is located in Lima District, Lima, Peru and completed in 1649.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: Lima Cathedral, affiliated with the Roman Catholic, is located in Lima District, Lima, Peru and completed in 1649..",cot,gpt-5-nano-2025-08-07,1,,576,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Lima Cathedral, affiliated with the Roman Catholic, is located in Lima District, Lima, Peru and completed in 1649..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:42:28
73980,"Fatima Whitbread represented Great Britain and England in the 1978 Commonwealth Games, The 1979 European Junior Championships, and many more.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: Fatima Whitbread represented Great Britain and England in the 1978 Commonwealth Games, The 1979 European Junior Championships, and many more..",cot,gpt-5-nano-2025-08-07,0,,1344,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Fatima Whitbread represented Great Britain and England in the 1978 Commonwealth Games, The 1979 European Junior Championships, and many more..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
56875,"Morgan Brake National Wildlife Refuge is a 6,383 acres (29.88 km) land at Holmes County, Mississippi, United States.",0,"You are helping Person 1 with fact-checking. This statement needs to be checked: Morgan Brake National Wildlife Refuge is a 6,383 acres (29.88 km) land at Holmes County, Mississippi, United States..",cot,gpt-5-nano-2025-08-07,0,,1472,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Morgan Brake National Wildlife Refuge is a 6,383 acres (29.88 km) land at Holmes County, Mississippi, United States..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
45009,"After finishing the 2016 season with a score of 0-01 and 11 apps, Cathal Barrett was awarded the All Star Award by the Gaelic Athletic Association and the Gaelic Players' Association.",0,"You are helping Person 1 with fact-checking. This statement needs to be checked: After finishing the 2016 season with a score of 0-01 and 11 apps, Cathal Barrett was awarded the All Star Award by the Gaelic Athletic Association and the Gaelic Players' Association..",cot,gpt-5-nano-2025-08-07,1,,1536,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: After finishing the 2016 season with a score of 0-01 and 11 apps, Cathal Barrett was awarded the All Star Award by the Gaelic Athletic Association and the Gaelic Players' Association..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:42:28
51029,"The Australian breed, Square Meater are popular for smaller farms for many reasons.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: The Australian breed, Square Meater are popular for smaller farms for many reasons..",cot,gpt-5-nano-2025-08-07,1,,1088,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: The Australian breed, Square Meater are popular for smaller farms for many reasons..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:42:28
22102,"The Colonial Society of Massachusetts, located in Boston, Massachusetts, was established for the study of the history of Massachusetts, the most populous state in the New England region of the US.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: The Colonial Society of Massachusetts, located in Boston, Massachusetts, was established for the study of the history of Massachusetts, the most populous state in the New England region of the US..",cot,gpt-5-nano-2025-08-07,1,,704,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: The Colonial Society of Massachusetts, located in Boston, Massachusetts, was established for the study of the history of Massachusetts, the most populous state in the New England region of the US..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:42:28
79890,"Michael Peers currently resides in Toronto, is now confessor to the monastery of the Society of St. John the Evangelist in Boston and is  is married with three children.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: Michael Peers currently resides in Toronto, is now confessor to the monastery of the Society of St. John the Evangelist in Boston and is  is married with three children..",cot,gpt-5-nano-2025-08-07,0,,896,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Michael Peers currently resides in Toronto, is now confessor to the monastery of the Society of St. John the Evangelist in Boston and is  is married with three children..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
24037,"In the 2009–10 ISU Speed Skating World Cup 500m race, Lee Kang-seok used less time than Lee Kyou-hyuk and Keiichiro Nagashima.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: In the 2009–10 ISU Speed Skating World Cup 500m race, Lee Kang-seok used less time than Lee Kyou-hyuk and Keiichiro Nagashima..",cot,gpt-5-nano-2025-08-07,0,,1024,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: In the 2009–10 ISU Speed Skating World Cup 500m race, Lee Kang-seok used less time than Lee Kyou-hyuk and Keiichiro Nagashima..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
23923,"Kelley Packer placed second in the Idaho Lieutenant Governor Republican primary in 2018, garnering 13.7% of the total votes.",0,"You are helping Person 1 with fact-checking. This statement needs to be checked: Kelley Packer placed second in the Idaho Lieutenant Governor Republican primary in 2018, garnering 13.7% of the total votes..",cot,gpt-5-nano-2025-08-07,0,,1792,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Kelley Packer placed second in the Idaho Lieutenant Governor Republican primary in 2018, garnering 13.7% of the total votes..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
31672,In Lalevici which is a small village in Montenegro there are fewer Serbs than Montenegrins.,1,You are helping Person 1 with fact-checking. This statement needs to be checked: In Lalevici which is a small village in Montenegro there are fewer Serbs than Montenegrins..,cot,gpt-5-nano-2025-08-07,1,,1600,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: In Lalevici which is a small village in Montenegro there are fewer Serbs than Montenegrins..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:42:28
68624,"Karen Strassman is an American stage, television and voice actress who has also played live-action roles from 1994-2015, including the role of Hooli Lead Counsel (2015) in Silicon Valley.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: Karen Strassman is an American stage, television and voice actress who has also played live-action roles from 1994-2015, including the role of Hooli Lead Counsel (2015) in Silicon Valley..",cot,gpt-5-nano-2025-08-07,0,,1536,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Karen Strassman is an American stage, television and voice actress who has also played live-action roles from 1994-2015, including the role of Hooli Lead Counsel (2015) in Silicon Valley..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
51729,"San Francisco Giants won the 2010 World Series, winning 5-0 in five games.",0,"You are helping Person 1 with fact-checking. This statement needs to be checked: San Francisco Giants won the 2010 World Series, winning 5-0 in five games..",cot,gpt-5-nano-2025-08-07,0,,384,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: San Francisco Giants won the 2010 World Series, winning 5-0 in five games..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
90365,"Tomoe Abe lost the Osaka Ladies Marathon in Hokkaido, Japan in both 1994 and 2000.",0,"You are helping Person 1 with fact-checking. This statement needs to be checked: Tomoe Abe lost the Osaka Ladies Marathon in Hokkaido, Japan in both 1994 and 2000..",cot,gpt-5-nano-2025-08-07,0,,448,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Tomoe Abe lost the Osaka Ladies Marathon in Hokkaido, Japan in both 1994 and 2000..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
81371,"The 58th Pennsylvania Infantry Regiment had originally planned to raise two additional regiments and was mustered on February 13, 1862.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: The 58th Pennsylvania Infantry Regiment had originally planned to raise two additional regiments and was mustered on February 13, 1862..",cot,gpt-5-nano-2025-08-07,0,,1216,"[PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: The 58th Pennsylvania Infantry Regiment had originally planned to raise two additional regiments and was mustered on February 13, 1862..

Respond with a single digit ONLY: 1 (support) or 0 (refute) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:42:28
