ground_truth,prediction,correct,escalate,thought
1,1,1,1,"Since the booking was made less than 30 days in advance (arriving December 28, 2016, week 53) and the guest made 1 special request, the hint indicates an 87% chance the booking was kept, strongly suggesting the booking will be retained.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arriving December 08, 2016, in week 50, so likely booked in week 49 or 50) and made 1 special request, which according to the hint correlates with an 87% chance of keeping the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (arrival on week 22, assuming current week is close to that) and the guest made 2 special requests, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (week 21, arriving May 23, 2017, implies booking week 21 or later, likely close to arrival) and the guest made 1 special request, the hint indicates an 87% chance the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made for a stay in week 52 of 2016 and today's date is not provided, we assume it was made less than 30 days in advance; combined with 2 special requests, the hint suggests an 87% chance the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on week 26, and assuming current week is close to that), with 3 special requests, which aligns with the hint that 87% of such bookings were kept.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on January 28, 2016, week 5, implying a recent booking) and made 1 special request, which according to the hint correlates with an 87% chance of keeping the booking.  
PREDICTION: 1"
0,1,0,1,"Person 1 made the booking less than 30 days in advance (arrival on week 31, which starts July 25, and assuming booking was made in week 31) and made 1 special request, which aligns with the hint that 87% of such bookings were kept.  
PREDICTION: 1"
0,1,0,1,"Since the booking was made less than 30 days in advance (arrival on May 20, 2016, week 21) and the guest made 1 special request, the hint indicates an 87% chance the booking was kept, strongly suggesting the booking will be retained.  
PREDICTION: 1"
0,1,0,1,"Person 1 made the booking less than 30 days in advance (arrival on February 23, 2016, week 9) and made 1 special request, and according to the hint, 87% of such bookings were kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 2 special requests, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on week 7, which is within 30 days of February 14, 2017) and made 1 special request, and based on the hint, 87% of such bookings were kept, so it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arriving April 02, 2016, week 14) and made 1 special request, and based on the hint, 87% of such bookings were kept, so it is likely this booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (arrival in week 29, which is early July, and assuming the booking was made in late June or early July 2015) and the guest made 1 special request, the hint indicates an 87% chance the booking was kept, so it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% chance the booking was kept, strongly suggesting Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 is a repeated guest with no prior cancellations, made a special request, and the stay includes only 1 weekday night (indicating a short, likely planned trip), the booking was likely made close to the arrival date, aligning with the hint that 87% of such bookings are kept; therefore, the booking is expected to be retained.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made 30 days or more in advance (arrival on February 09, 2017, and current date assumed to be before January 10, 2017, based on week 6), the hint about bookings made less than 30 days in advance does not apply, so we cannot rely on the 87% retention rate; however, the guest made a special request and has no history of cancellations, which may indicate intent to stay.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on July 16, 2015, week 29, which is within the current week or next week, indicating a short lead time) and made 1 special request, and based on the hint, 87% of such bookings were kept.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arriving in week 39, which starts September 19, 2016, and assuming the booking was made in late August or early September) and made 1 special request, which aligns with the hint that 87% of such bookings were kept.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (assuming current date is near arrival) and made 2 special requests, which according to the hint correlates with an 87% chance of keeping the booking, so it is likely they kept it.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on January 21, 2016, week 4, implies a recent booking) and made 1 special request, and based on the hint, 87% of such bookings were kept.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking for arrival on February 23, 2017 (week 8), and since the stay includes 3 weekday nights, the booking was likely made in early February 2017 (within 30 days of arrival), and combined with 1 special request, the hint suggests an 87% chance the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on May 31, 2016, week 23, implying a recent booking) and made 1 special request, and based on the hint, 87% of such bookings were kept.  
PREDICTION: 1"
1,1,1,1,"Since the guest made a special request and, based on the hint, 87% of such bookings made less than 30 days in advance are kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on August 19, 2016, week 34, implying a recent booking) and made 1 special request, and according to the hint, 87% of such bookings were kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% chance the booking was kept, so it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on April 07, 2016, and assuming the booking was made in week 15, which overlaps with the arrival week), and since they made 1 special request, the hint indicates an 87% chance the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (week 30, arriving July 25, 2017, implying a recent booking) and the guest made 1 special request, the hint indicates an 87% likelihood the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 is a repeated guest with no prior cancellations, is staying for a short duration (1 weekday night), made a special request, and likely booked less than 30 days in advance (arriving in week 19, which begins May 8, 2017—booking probably close to arrival), the high likelihood of keeping the booking given special requests applies. PREDICTION: 1"
0,1,0,1,"The booking was made 2 days in advance (September 28 - September 26 = 2 days), which is less than 30 days, and since the guest made 2 special requests, the hint applies, indicating an 87% chance the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 2 special requests, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 made the booking less than 30 days in advance and requested 1 special request, which aligns with the pattern where 87% of such bookings were kept, it is likely the booking will be kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made 3 days in advance (October 05, 2015, assuming the current date is October 08, 2015) — which is less than 30 days — and the guest made 2 special requests, the hint applies directly, indicating an 87% chance the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 made the booking less than 30 days in advance and requested 3 special requests, which aligns with the hint that 87% of such bookings were kept, it is likely the booking will be kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
0,1,0,1,"Since the booking was made less than 30 days in advance (arrival on July 19, 2016, week 30) and the guest made 2 special requests, the hint indicates an 87% likelihood the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% likelihood the booking was kept, so it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (arrival on December 12, 2016, week 51) and the guest made 1 special request, the hint indicates an 87% chance the booking was kept, so it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 made the booking less than 30 days in advance and requested 1 special request, which aligns with the hint that 87% of such bookings were kept, it is likely the booking was retained.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arriving March 23, 2016, week 13) and made 1 special request, which according to the hint correlates with an 87% chance of keeping the booking.  
PREDICTION: 1"
0,1,0,1,"Person 1 made the booking less than 30 days in advance (arrival on August 31, 2017, week 35, implies booking was made in week 35 or 34, which is within 30 days) and made 2 special requests, and based on the hint, 87% of such bookings were kept.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arriving February 27, 2016, in week 9, likely booked in week 9 or 8) and made 1 special request, which according to the hint correlates with an 87% chance of keeping the booking.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on May 19, 2017, week 20, implies recent booking) and made 2 special requests, and since 87% of such bookings are kept, it is likely this booking will be kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% chance the booking was kept, strongly suggesting it will be retained.  
PREDICTION: 1"
1,1,1,1,"Since the guest made 3 special requests and typically when bookings are made less than 30 days in advance with special requests, 87% are kept, it is likely this booking was kept.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on February 21, 2017, week 8, likely booked in week 8 or 7) and made 2 special requests, which according to the hint correlates with an 87% chance of keeping the booking.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on August 02, 2016, with booking likely in week 32) and made 1 special request, which according to the hint correlates with an 87% chance of keeping the booking.  
PREDICTION: 1"
1,1,1,1,"The booking arrives on March 19, 2016 (week 12), and assuming it was made in week 12, it was likely made less than 30 days in advance, and since the guest made 2 special requests, the hint suggests an 87% chance the booking was kept.  
PREDICTION: 1"
0,1,0,1,"Person 1 made the booking less than 30 days in advance (arrival on November 12, 2016, week 46, implying a recent booking) and made 1 special request, which according to the hint correlates with an 87% chance of keeping the booking.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on January 31, 2017, week 5, implying a recent booking) and made 1 special request, which according to the hint correlates with an 87% chance of keeping the booking.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 is a repeated guest with no prior cancellations, made a special request, and likely booked within 30 days of arrival (as they are arriving in week 11 and the booking pattern suggests proximity), the high likelihood of keeping the booking based on the hint leads to the prediction that they kept it.  
PREDICTION: 1"
1,1,1,1,"Since the guest made a special request and, based on the hint, 87% of such bookings made less than 30 days in advance are kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Person 1 is a repeated guest with no prior cancellations, is staying for 2 weekday nights, arriving on January 25, 2017 (week 4), and made a special request along with a car parking request, which suggests higher commitment; given the hint that bookings made less than 30 days in advance with special requests are kept 87% of the time, and assuming this booking was made within that window, the likelihood of keeping the booking is high.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% chance the booking was kept, so it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (arrival on August 10, 2017, week 32, implying a late July or early August booking) and the guest made 1 special request, the hint indicates an 87% chance the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on November 22, 2015, with a likely booking date close to that, given no earlier data), and since they made 1 special request, the hint suggests an 87% chance the booking was kept.  
PREDICTION: 1"
1,1,1,1,"The booking arrives on October 13, 2016 (week 42), and assuming it was made in week 42 or 41, it was likely made within 30 days of arrival; combined with 1 special request, this aligns with the 87% likelihood of keeping the booking.  
PREDICTION: 1"
0,1,0,1,"Since Person 1 made the booking less than 30 days in advance and requested 1 special request, which aligns with the hint that 87% of such bookings were kept, it is likely the booking was retained.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on February 11, 2017, week 6) and made 1 special request, and based on the hint, 87% of such bookings were kept.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on July 11, 2017, week 28, implying a close booking date) and made 1 special request, which according to the hint correlates with an 87% chance of keeping the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (arrival on September 20, 2015, week 39) and the guest made 2 special requests, the hint indicates an 87% likelihood the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (arriving June 17, 2016, week 25, implying a late booking) and the guest made 2 special requests, the hint indicates an 87% likelihood the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% likelihood the booking was kept, so it is more probable that Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 2 special requests, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% likelihood the booking was kept, supporting a decision to retain the reservation.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 is a repeated guest with no prior cancellations, made the booking less than 30 days in advance (arrival on April 28, 2016, week 18), and made 2 special requests, the high likelihood (87%) of keeping such bookings suggests they will keep this one.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (arrival on September 28, 2015, week 40) and the guest made 2 special requests, the hint indicates an 87% likelihood the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (arrival on September 20, 2015, week 39, and assuming current date is close to that week) and the guest made 2 special requests, the hint indicates an 87% chance the booking was kept, so it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 is a repeated guest with no prior cancellations, made a special request, and the booking was likely made less than 30 days in advance (arriving in week 12 of 2017, with no stay nights indicating a same-day or very short notice booking), the high likelihood of keeping the booking given these factors leads to the prediction that the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% likelihood the booking was kept, so it is likely Person 1 kept the booking.  
PREDICTION: 1"
0,1,0,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% likelihood the booking was kept.  
PREDICTION: 1"
0,1,0,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (arrival on December 01, 2016, and week 49 indicates it was made in late November, within 30 days) and the guest made 2 special requests, the hint suggests an 87% chance the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arriving February 17, 2017, in week 7, so likely booked in early February) and made 2 special requests, which according to the hint correlates with an 87% chance of keeping the booking.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 is a repeated guest who made a special request and the booking was likely made less than 30 days in advance (arriving in week 25, booked in or near week 25), the high retention rate (87%) for such cases suggests the booking will be kept.  
PREDICTION: 1"
1,1,1,1,"The booking arrives on November 25, 2016 (week 48), and assuming it was made in week 48 or 47, it was likely made less than 30 days in advance, and since the guest made 1 special request, the hint applies, indicating an 87% chance the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
0,1,0,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% likelihood the booking was kept, supporting a prediction of retention.  
PREDICTION: 1"
0,1,0,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% chance the booking was kept, so it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (arrival on February 22, 2016, week 9) and the guest made 2 special requests, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance (arriving in week 40, and assuming it was booked in week 40 or 39) and the guest made 2 special requests, the hint indicates an 87% chance the booking was kept, leading to a prediction of kept.  
PREDICTION: 1"
0,1,0,1,"The booking arrives on February 21, 2016 (week 9), and assuming it was made within 30 days of arrival (typical for non-repeated guests with no prior cancellations), combined with 1 special request, aligns with the hint that such cases are kept 87% of the time.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 2 special requests, the hint indicates an 87% likelihood the booking was kept.  
PREDICTION: 1"
0,1,0,1,"Since the booking was made for a 2-night weekday stay arriving on June 28, 2017 (week 26), and assuming the booking was made less than 30 days in advance (which is typical for such a short stay with no weekend nights), combined with the fact that Person 1 made 2 special requests, the hint suggests an 87% likelihood the booking was kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% chance the booking was kept, making it highly likely Person 1 kept the booking.  
PREDICTION: 1"
0,1,0,1,"Since the booking was made less than 30 days in advance (week 47, arriving November 18, 2016, implies it was likely made in late October or early November, within 30 days) and the guest made 1 special request, the hint indicates an 87% chance the booking was kept.  
PREDICTION: 1"
0,1,0,1,"Person 1 made the booking less than 30 days in advance (arrival on September 17, 2015, week 38, implying a recent booking) and made 1 special request, and according to the hint, 87% of such bookings were kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made for a stay with only 1 weekday night (implying a short stay likely within 30 days of arrival) and the guest made 1 special request, the hint suggests an 87% chance the booking was kept, leading to a prediction of retention.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 is a repeated guest with no prior cancellations, made the booking less than 30 days in advance (arriving in week 40, which starts September 26, 2016, so a likely recent booking), and made 2 special requests, the hint suggests an 87% chance the booking was kept, strongly indicating it was not cancelled.  
PREDICTION: 1"
1,1,1,1,"Since the guest made special requests and, based on the hint, 87% of such bookings made less than 30 days in advance are kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arriving March 15, 2017, and assuming the booking was made in week 11 or later) and made 1 special request, which aligns with the 87% likelihood of keeping the booking under those conditions.  
PREDICTION: 1"
0,1,0,1,"Since the booking was made for a single weekday night with 1 special request and was likely made less than 30 days in advance (arriving in week 39, assuming booking was close to the date), the high likelihood of keeping the booking given special requests (87%) suggests the booking will be kept.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 1 special request, the hint indicates an 87% likelihood the booking was kept, so it is more probable that Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Since the booking was made less than 30 days in advance and the guest made 2 special requests, which aligns with the hint that 87% of such bookings were kept, it is likely Person 1 kept the booking.  
PREDICTION: 1"
1,1,1,1,"Person 1 made the booking less than 30 days in advance (arrival on October 18, 2016, week 43, implying a recent booking) and made 1 special request, which according to the hint correlates with an 87% chance of keeping the booking.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 is a repeated guest with no prior cancellations, is booking less than 30 days in advance, and made 2 special requests, they are highly likely to keep the booking based on the provided pattern.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 is a repeated guest with no prior cancellations, has made a special request, and likely booked less than 30 days in advance (arriving April 02, 2017, week 14 — assuming booking was close to arrival), the high retention rate (87%) for such cases suggests the booking will be kept.  
PREDICTION: 1"
1,1,1,1,"Since Person 1 made 2 special requests and, based on the hint, 87% of such bookings made less than 30 days in advance are kept, it is highly likely the booking was kept.  
PREDICTION: 1"
